,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Rank_2018,State,2018,2017,2016,2015,city,lat,lng,population,density,ranking,Fuel_price,Holiday,Month,Year,Quarter,LOAD_FACTOR
9233,2012-12-05,EWR,14,8,2,11,2,-8,86,62,38,1024,1018,1013,16,16,14,47,24,61.0,0.51,5,Rain,301,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2943,0,12,2012,4,81.54
9234,2012-12-05,SEA,9,7,4,4,3,2,82,74,65,1024,1021,1011,16,16,10,35,18,47.0,1.52,6,Rain,198,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2943,0,12,2012,4,81.54
9235,2012-12-05,MSP,4,-1,-7,-4,-9,-12,73,59,44,1031,1023,1012,16,16,16,40,21,52.0,0.00,6,,123,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2943,0,12,2012,4,81.54
9236,2012-12-05,DTW,6,2,-2,-1,-6,-8,75,60,44,1030,1027,1021,16,16,16,32,12,37.0,0.00,3,,332,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2943,0,12,2012,4,81.54
9237,2012-12-05,PHL,15,9,3,11,2,-8,86,62,38,1026,1019,1014,16,16,16,45,19,56.0,0.25,6,Rain,305,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2943,0,12,2012,4,81.54
9238,2012-12-05,BOS,14,7,1,12,3,-10,93,68,43,1021,1014,1010,16,16,16,42,25,56.0,T,6,Rain,274,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2943,0,12,2012,4,81.54
9239,2012-12-05,LGA,14,7,1,12,3,-10,93,68,43,1021,1014,1010,16,16,16,42,25,56.0,T,6,Rain,274,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2943,0,12,2012,4,81.54
9240,2012-12-06,ATL,18,14,11,12,8,5,86,67,48,1022,1020,1019,16,16,16,29,18,39.0,0.00,7,,74,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2901,0,12,2012,4,81.54
9241,2012-12-06,ORD,8,4,0,4,1,-3,83,74,65,1023,1016,1013,16,16,16,16,14,16.0,T,8,,188,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2901,0,12,2012,4,81.54
9242,2012-12-06,LAX,20,17,14,14,13,12,90,77,63,1016,1014,1012,11,7,4,21,9,,0.00,4,Fog,356,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2901,0,12,2012,4,81.54
9243,2012-12-06,DFW,21,15,8,11,9,7,96,70,44,1016,1012,1008,16,12,2,32,18,39.0,0.00,5,,162,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2901,0,12,2012,4,81.54
9244,2012-12-06,DEN,10,4,-2,0,-3,-5,78,57,36,1015,1011,1007,16,16,16,27,13,37.0,0.00,5,,124,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2901,0,12,2012,4,81.54
9245,2012-12-06,JFK,5,2,-1,-6,-8,-11,63,48,32,1029,1027,1024,16,16,16,34,12,40.0,0.00,4,,4,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2901,0,12,2012,4,81.54
9246,2012-12-06,SFO,16,13,11,13,9,7,93,78,62,1021,1020,1019,16,16,10,34,14,39.0,0.00,5,,281,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2901,0,12,2012,4,81.54
9247,2012-12-06,CLT,11,9,8,3,0,-2,71,56,41,1026,1024,1022,16,16,16,21,11,32.0,0.00,8,,51,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2901,0,12,2012,4,81.54
9248,2012-12-06,LAS,21,15,9,5,4,3,71,53,35,1014,1012,1009,16,16,16,21,11,24.0,0.00,2,,197,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2901,0,12,2012,4,81.54
9249,2012-12-06,PHX,25,18,12,4,2,1,48,35,21,1013,1011,1008,16,16,16,13,6,23.0,0.00,5,,104,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2901,0,12,2012,4,81.54
9250,2012-12-06,IAH,21,17,14,16,14,14,100,90,70,1017,1015,1012,16,15,11,19,10,,0.00,6,,108,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2901,0,12,2012,4,81.54
9251,2012-12-06,MIA,27,24,20,19,18,17,90,74,58,1016,1015,1013,16,16,16,16,5,24.0,T,5,,73,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2901,0,12,2012,4,81.54
9252,2012-12-06,MCO,27,22,16,18,16,15,100,75,49,1018,1016,1014,16,15,2,24,9,29.0,0.00,3,,36,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2901,0,12,2012,4,81.54
9253,2012-12-06,EWR,6,2,-1,-6,-8,-9,61,47,33,1028,1026,1024,16,16,16,32,11,40.0,0.00,4,,332,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2901,0,12,2012,4,81.54
9254,2012-12-06,SEA,7,7,6,4,3,2,89,83,76,1023,1020,1017,16,16,10,34,18,42.0,1.52,7,Rain,204,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2901,0,12,2012,4,81.54
9255,2012-12-06,MSP,8,3,-3,3,-2,-6,82,68,54,1016,1012,1009,16,16,16,32,18,45.0,T,6,,264,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2901,0,12,2012,4,81.54
9256,2012-12-06,DTW,4,1,-3,-1,-4,-6,85,70,54,1028,1023,1016,16,16,16,24,8,29.0,0.00,8,,123,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2901,0,12,2012,4,81.54
9257,2012-12-06,PHL,6,3,-1,-2,-7,-8,75,56,36,1029,1027,1026,16,16,16,23,9,27.0,0.00,4,,26,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2901,0,12,2012,4,81.54
9258,2012-12-06,BOS,5,2,-1,-8,-9,-10,54,46,37,1027,1025,1021,16,16,16,35,14,48.0,0.00,2,,310,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2901,0,12,2012,4,81.54
9259,2012-12-06,LGA,5,2,-1,-8,-9,-10,54,46,37,1027,1025,1021,16,16,16,35,14,48.0,0.00,2,,310,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2901,0,12,2012,4,81.54
9260,2012-12-07,ATL,18,13,8,9,7,5,86,71,56,1020,1018,1015,16,16,11,24,10,29.0,0.00,6,,102,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2849,0,12,2012,4,81.54
9261,2012-12-07,ORD,8,7,5,6,3,1,100,85,70,1014,1013,1011,16,14,8,21,12,35.0,18.80,8,Rain,16,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2849,0,12,2012,4,81.54
9262,2012-12-07,LAX,17,15,12,14,13,12,100,89,78,1016,1014,1013,10,3,0,19,6,29.0,0.00,3,Fog,249,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2849,0,12,2012,4,81.54
9263,2012-12-07,DFW,22,16,10,11,8,5,93,65,37,1012,1010,1008,16,16,16,23,12,32.0,0.00,5,,236,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2849,0,12,2012,4,81.54
9264,2012-12-07,DEN,12,3,-6,-3,-7,-8,81,55,29,1015,1010,1008,16,16,16,37,15,45.0,0.00,6,,118,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2849,0,12,2012,4,81.54
9265,2012-12-07,JFK,8,3,-2,7,3,-4,93,81,69,1026,1021,1017,16,14,2,21,8,24.0,3.30,7,Rain,211,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2849,0,12,2012,4,81.54
9266,2012-12-07,SFO,16,12,8,10,8,6,86,75,64,1021,1020,1019,16,16,16,24,9,26.0,0.00,2,,276,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2849,0,12,2012,4,81.54
9267,2012-12-07,CLT,12,11,8,9,6,1,93,75,56,1023,1019,1017,16,14,2,13,6,19.0,T,8,Rain,22,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2849,0,12,2012,4,81.54
9268,2012-12-07,LAS,20,14,9,3,-2,-8,66,41,16,1015,1013,1011,16,16,16,27,12,34.0,0.00,1,,212,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2849,0,12,2012,4,81.54
9269,2012-12-07,PHX,24,18,12,4,3,2,55,41,27,1013,1011,1010,16,16,16,16,5,21.0,0.00,1,,108,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2849,0,12,2012,4,81.54
9270,2012-12-07,IAH,27,21,14,19,16,13,100,90,49,1013,1012,1009,16,9,0,16,3,27.0,0.00,5,Fog,142,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2849,0,12,2012,4,81.54
9271,2012-12-07,MIA,27,24,21,20,19,18,97,82,67,1015,1014,1013,16,16,10,23,8,32.0,2.29,5,Rain,121,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2849,0,12,2012,4,81.54
9272,2012-12-07,MCO,25,21,17,18,17,16,100,82,64,1017,1015,1014,16,6,0,19,8,48.0,0.00,6,Fog,26,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2849,0,12,2012,4,81.54
9273,2012-12-07,EWR,7,3,-1,6,3,-4,100,82,63,1025,1021,1017,16,9,2,10,2,13.0,3.56,8,Rain,310,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2849,0,12,2012,4,81.54
9274,2012-12-07,SEA,8,6,3,4,3,0,89,80,71,1022,1018,1015,16,16,14,37,17,50.0,1.02,7,Rain,201,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2849,0,12,2012,4,81.54
9275,2012-12-07,MSP,0,-2,-4,-3,-4,-7,100,85,69,1019,1017,1016,16,8,1,19,7,26.0,1.27,7,Snow,354,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2849,0,12,2012,4,81.54
9276,2012-12-07,DTW,6,4,2,5,3,-1,96,88,79,1015,1014,1012,16,6,1,40,5,47.0,2.29,8,Rain,132,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2849,0,12,2012,4,81.54
9277,2012-12-07,PHL,8,4,0,7,3,-2,93,84,75,1026,1021,1016,16,11,3,10,2,19.0,5.33,8,Rain,75,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2849,0,12,2012,4,81.54
9278,2012-12-07,BOS,7,3,-1,4,-1,-7,89,74,58,1026,1022,1017,16,15,11,16,8,23.0,0.76,7,Rain,188,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2849,0,12,2012,4,81.54
9279,2012-12-07,LGA,7,3,-1,4,-1,-7,89,74,58,1026,1022,1017,16,15,11,16,8,23.0,0.76,7,Rain,188,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2849,0,12,2012,4,81.54
9280,2012-12-08,ATL,21,17,12,16,12,9,97,79,61,1017,1016,1015,16,14,6,14,3,21.0,1.52,7,Rain,165,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2849,0,12,2012,4,81.54
9281,2012-12-08,ORD,6,4,2,3,1,-2,92,78,64,1019,1015,1011,16,14,4,29,19,45.0,3.81,8,Rain,22,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2849,0,12,2012,4,81.54
9282,2012-12-08,LAX,19,16,12,13,13,11,100,87,73,1016,1014,1013,11,3,0,16,5,,0.00,6,Fog,350,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2849,0,12,2012,4,81.54
9283,2012-12-08,DFW,21,16,10,14,9,8,90,71,51,1013,1010,1008,16,14,10,19,7,24.0,0.00,4,,49,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2849,0,12,2012,4,81.54
9284,2012-12-08,DEN,11,3,-6,-6,-10,-17,68,43,17,1011,1007,1001,16,14,1,58,20,61.0,T,6,Snow,337,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2849,0,12,2012,4,81.54
9285,2012-12-08,JFK,10,9,8,9,8,7,100,93,86,1017,1014,1012,11,5,0,21,9,24.0,8.64,8,Rain,277,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2849,0,12,2012,4,81.54
9286,2012-12-08,SFO,15,12,8,9,7,3,89,67,44,1020,1018,1017,16,16,14,19,6,24.0,0.00,5,,23,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2849,0,12,2012,4,81.54
9287,2012-12-08,CLT,21,14,8,12,10,8,100,77,53,1018,1017,1015,16,11,1,24,8,34.0,0.00,6,,220,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2849,0,12,2012,4,81.54
9288,2012-12-08,LAS,19,13,7,-4,-6,-8,40,28,16,1014,1012,1011,16,16,16,23,10,24.0,0.00,2,,193,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2849,0,12,2012,4,81.54
9289,2012-12-08,PHX,23,17,11,5,3,1,63,44,25,1014,1012,1010,16,16,16,16,7,21.0,0.00,1,,114,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2849,0,12,2012,4,81.54
9290,2012-12-08,IAH,28,22,17,21,18,16,100,82,46,1013,1011,1010,16,15,10,19,6,,0.00,4,Fog,177,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2849,0,12,2012,4,81.54
9291,2012-12-08,MIA,28,25,22,22,21,19,90,80,69,1017,1016,1014,16,16,16,24,12,34.0,0.51,5,,107,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2849,0,12,2012,4,81.54
9292,2012-12-08,MCO,27,22,17,20,18,17,100,79,58,1019,1017,1015,16,8,0,19,7,27.0,0.00,7,Fog,55,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2849,0,12,2012,4,81.54
9293,2012-12-08,EWR,10,8,6,9,7,6,100,93,86,1016,1014,1012,13,5,1,19,9,26.0,7.62,8,Rain,335,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2849,0,12,2012,4,81.54
9294,2012-12-08,SEA,7,5,3,2,1,0,82,75,67,1028,1025,1021,16,16,16,19,7,23.0,0.00,7,,131,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2849,0,12,2012,4,81.54
9295,2012-12-08,MSP,1,-2,-4,-3,-4,-5,92,82,72,1019,1018,1017,16,14,10,24,9,26.0,0.00,7,,97,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2849,0,12,2012,4,81.54
9296,2012-12-08,DTW,6,4,2,4,2,-2,92,84,75,1023,1015,1010,16,11,1,24,11,29.0,5.08,8,Rain,353,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2849,0,12,2012,4,81.54
9297,2012-12-08,PHL,11,9,7,9,8,7,100,95,89,1017,1014,1012,6,4,0,16,6,32.0,4.32,8,Fog-Rain,249,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2849,0,12,2012,4,81.54
9298,2012-12-08,BOS,8,7,6,7,6,5,100,93,86,1017,1014,1011,14,6,0,21,8,27.0,8.64,8,Rain,96,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2849,0,12,2012,4,81.54
9299,2012-12-08,LGA,8,7,6,7,6,5,100,93,86,1017,1014,1011,14,6,0,21,8,27.0,8.64,8,Rain,96,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2849,0,12,2012,4,81.54
9300,2012-12-09,ATL,22,18,14,16,14,11,100,79,57,1019,1017,1014,16,11,0,23,9,27.0,0.00,7,,200,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2849,0,12,2012,4,81.54
9301,2012-12-09,ORD,5,3,2,4,3,1,100,93,85,1019,1011,1006,16,9,3,32,15,39.0,5.33,8,Rain-Snow,112,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2849,0,12,2012,4,81.54
9302,2012-12-09,LAX,18,16,13,13,12,11,87,80,72,1020,1017,1015,8,5,3,19,8,23.0,0.00,5,Fog,53,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2849,0,12,2012,4,81.54
9303,2012-12-09,DFW,19,12,4,16,8,-10,100,67,34,1017,1011,1007,16,13,8,48,23,60.0,0.00,7,,300,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2849,0,12,2012,4,81.54
9304,2012-12-09,DEN,-4,-10,-17,-15,-19,-21,72,51,29,1027,1021,1011,16,16,16,53,25,64.0,0.00,5,,39,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2849,0,12,2012,4,81.54
9305,2012-12-09,JFK,9,7,6,8,6,2,100,88,76,1024,1021,1016,16,9,0,27,14,37.0,8.13,7,Fog-Rain,29,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2849,0,12,2012,4,81.54
9306,2012-12-09,SFO,18,13,8,8,6,3,86,63,40,1022,1021,1019,16,16,16,14,3,16.0,0.00,2,,155,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2849,0,12,2012,4,81.54
9307,2012-12-09,CLT,19,16,12,16,14,11,100,92,84,1020,1018,1015,16,12,0,14,6,29.0,1.52,7,Fog-Rain,180,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2849,0,12,2012,4,81.54
9308,2012-12-09,LAS,16,12,7,-6,-7,-9,37,29,21,1025,1019,1012,16,16,16,27,11,34.0,0.00,4,,54,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2849,0,12,2012,4,81.54
9309,2012-12-09,PHX,21,15,8,2,-3,-13,58,35,12,1020,1015,1012,16,16,16,32,12,40.0,0.00,3,,58,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2849,0,12,2012,4,81.54
9310,2012-12-09,IAH,27,21,16,21,19,14,100,85,64,1013,1011,1009,16,13,1,21,8,32.0,0.25,6,Fog-Rain,184,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2849,0,12,2012,4,81.54
9311,2012-12-09,MIA,29,26,22,23,22,22,100,85,69,1019,1017,1016,16,16,16,19,7,26.0,0.00,4,,134,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2849,0,12,2012,4,81.54
9312,2012-12-09,MCO,28,23,18,20,19,17,93,74,55,1020,1017,1016,16,16,16,19,5,26.0,T,5,Rain,225,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2849,0,12,2012,4,81.54
9313,2012-12-09,EWR,9,8,6,9,6,2,100,85,70,1025,1021,1016,16,10,2,26,10,32.0,0.76,7,Rain,23,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2849,0,12,2012,4,81.54
9314,2012-12-09,SEA,7,5,3,5,3,1,96,88,79,1029,1027,1025,16,7,0,14,7,21.0,1.52,8,Fog-Rain,121,8 ,WA,24894338,22639124,21887110,21231781,Seattle,47.6211,-122.3244,3643765.0,3336.0,1,2849,0,12,2012,4,81.54
9315,2012-12-09,MSP,0,-3,-7,-1,-2,-8,100,86,72,1017,1013,1010,6,2,0,35,21,47.0,5.08,8,Fog-Snow,71,17 ,MN,18363493,18409704,18123844,17634252,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,1,2849,0,12,2012,4,81.54
9316,2012-12-09,DTW,4,3,2,2,0,-3,100,85,70,1023,1015,1004,16,10,0,24,12,35.0,2.03,8,Fog-Rain,45,19 ,MI,17437716,17036092,16826287,16255520,Detroit,42.3834,-83.1024,3522206.0,1873.0,1,2849,0,12,2012,4,81.54
9317,2012-12-09,PHL,10,8,6,8,7,4,100,92,83,1024,1021,1016,16,7,2,26,11,34.0,8.13,8,Rain,42,20 ,PA,15285948,14271243,14564419,15101318,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,1,2849,0,12,2012,4,81.54
9318,2012-12-09,BOS,9,7,5,7,2,-2,93,73,53,1026,1022,1015,16,16,10,26,14,32.0,2.03,6,Rain,357,16 ,MA,20010262,18759742,17749202,16290362,Boston,42.3188,-71.0846,4637537.0,5472.0,1,2849,0,12,2012,4,81.54
9319,2012-12-09,LGA,9,7,5,7,2,-2,93,73,53,1026,1022,1015,16,16,10,26,14,32.0,2.03,6,Rain,357,21 ,NY,15059648,14614802,14706123,14762593,New York,40.6943,-73.9249,19354922.0,11083.0,1,2849,0,12,2012,4,81.54
9320,2012-12-10,ATL,20,15,10,15,14,8,97,85,73,1014,1009,1007,16,14,2,37,17,47.0,21.59,8,Rain-Thunderstorm,232,1 ,GA,51866464,50251964,50501858,49340732,Atlanta,33.7627,-84.4225,5228750.0,1384.0,1,2859,0,12,2012,4,81.54
9321,2012-12-10,ORD,3,2,-1,1,-3,-7,96,80,64,1014,1009,1006,16,14,6,32,20,40.0,T,8,Snow,305,3 ,IL,39874879,38593028,37589899,36305668,Chicago,41.8373,-87.6862,8675982.0,4612.0,1,2859,0,12,2012,4,81.54
9322,2012-12-10,LAX,19,15,10,13,10,3,96,67,37,1021,1019,1017,16,12,2,19,5,26.0,0.00,1,Fog,267,2 ,CA,42626783,41232432,39636042,36351226,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,1,2859,0,12,2012,4,81.54
9323,2012-12-10,DFW,7,3,-1,-4,-8,-12,80,47,19,1022,1020,1017,16,14,0,48,32,60.0,T,4,Snow,336,4 ,TX,32800721,31816933,31283579,31589832,Dallas,32.7936,-96.7662,5733259.0,1524.0,1,2859,0,12,2012,4,81.54
9324,2012-12-10,DEN,4,-3,-11,-6,-15,-21,53,36,19,1018,1015,1011,16,12,0,34,17,39.0,1.02,6,Fog-Snow,284,5 ,CO,31363573,29809097,28267394,26280043,Denver,39.7621,-104.8759,2787266.0,1774.0,1,2859,0,12,2012,4,81.54
9325,2012-12-10,JFK,13,11,8,12,11,7,100,97,93,1016,1006,1001,16,1,0,34,11,37.0,6.35,8,Fog-Rain,192,6 ,NY,30541459,29533154,29239151,27782369,New York,40.6943,-73.9249,19354922.0,11083.0,1,2859,0,12,2012,4,81.54
9326,2012-12-10,SFO,19,15,11,9,7,6,77,61,45,1024,1022,1020,16,16,16,27,9,34.0,0.00,0,,61,7 ,CA,27794154,26900048,25707101,24190549,San Francisco,37.7562,-122.443,3603761.0,7286.0,1,2859,0,12,2012,4,81.54
9327,2012-12-10,CLT,21,17,13,15,14,13,100,84,68,1016,1010,1006,16,9,0,29,15,40.0,2.54,8,Fog-Rain,211,12 ,NC,22283574,22011251,21511880,21913166,Charlotte,35.2079,-80.8304,1467362.0,1081.0,1,2859,0,12,2012,4,81.54
9328,2012-12-10,LAS,13,8,3,-5,-7,-9,44,33,22,1025,1022,1019,16,16,16,16,8,21.0,0.00,2,,197,9 ,NV,23655285,23364393,22833267,21824231,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,1,2859,0,12,2012,4,81.54
9329,2012-12-10,PHX,18,13,7,-8,-13,-16,27,18,9,1021,1018,1015,16,16,16,23,6,27.0,0.00,1,,308,13 ,AZ,21623842,21185458,20896265,21351445,Phoenix,33.5722,-112.0891,4081849.0,1212.0,1,2859,0,12,2012,4,81.54
9330,2012-12-10,IAH,12,8,4,14,2,-4,94,59,27,1020,1016,1011,16,15,6,37,24,52.0,6.10,6,Rain-Thunderstorm,338,14 ,TX,21157948,19603731,20062072,20595874,Houston,29.7869,-95.3905,5446468.0,1401.0,1,2859,0,12,2012,4,81.54
9331,2012-12-10,MIA,28,26,23,23,23,22,100,87,74,1017,1015,1014,16,14,10,26,12,40.0,0.00,5,,154,15 ,FL,21025210,20709225,20875813,20986341,Miami,25.7839,-80.2102,6381966.0,4969.0,1,2859,0,12,2012,4,81.54
9332,2012-12-10,MCO,28,23,18,23,21,17,100,85,69,1017,1014,1011,16,9,0,26,11,35.0,1.78,7,Fog-Rain-Thunderstorm,180,10 ,FL,23184634,21565448,20283541,18759938,Orlando,28.4772,-81.3369,1776841.0,982.0,1,2859,0,12,2012,4,81.54
9333,2012-12-10,EWR,14,11,7,14,11,7,100,97,93,1016,1007,1001,13,4,0,23,6,24.0,1.02,8,Fog-Rain,280,11 ,NJ,22798354,21571198,19923009,18684818,Newark,40.7245,-74.1725,285154.0,4560.0,2,2859,0,12,2012,4,81.54
